,name,descriptions,status,release_year,genres,slug,image_url,total_episodes,episode_links,episode_i_frame_array
23,100% Pascal-sensei,"The story centers around an elementary school teacher who is so stupid that he cannot even write his own name. He does whatever he likes in his classroom. Plus, by all appearances, he is not human.",Completed Anime,Anime in 2017,Genre: Comedy,100-pascal-sensei,https://gogocdn.net/cover/100-pascal-sensei.png,100% Pascal-sensei Episode 36,https://animeseries.so/watch/100-pascal-sensei-episode-36.html,"['//gogoplay.io/streaming.php?id=MTAyOTc0&title=100%25+Pascal-sensei+episode+36&typesub=SUB', '//gogoplay.io/embedplus?id=MTAyOTc0&token=qX-1gcCtn4_2zvieAT-ZCw&expires=1641617183', 'https://sbplay2.com/e/u3uplw9ue4so', 'https://hydrax.net/watch?v=0SfgEpOWIZ', 'https://fembed-hd.com/v/-867japk1r4g41w', 'https://www.mp4upload.com/embed-n9homs1h768o.html', 'https://dood.ws/e/797h4hcz1a4v']"
24,1001 Nights,"Presented in the form of a feverish love dream, 1001 Nights is the first performance of the ground-breaking ""Filmharmonic"" series, which presents new orchestral works by film composers in tandem with short films made by A-list directors. Nights is the series' only animated work, and plans originally called for the film to be completely computer animated.",Completed Anime,Anime in 1999,Genre: Demons Fantasy,1001-nights,https://gogocdn.net/images/1001%20Nights.jpg,1001 Nights Episode 1,https://animeseries.so/watch/1001-nights-episode-1.html,"['//gogoplay.io/streaming.php?id=NDI5MTA=&title=1001+Nights+episode+1&typesub=SUB', '//gogoplay.io/embedplus?id=NDI5MTA=&token=u69ReZBzP6q_YhHEr19j0g&expires=1641617185', 'https://sbplay2.com/e/f2eklj95iyrk', 'https://hydrax.net/watch?v=z5HfOknh_Z', 'https://fembed-hd.com/v/3r1qjume8e2p5e6', 'https://www.mp4upload.com/embed-s2kga0k0n42i.html', 'https://www.yourupload.com/embed/yl84XP0RfnE7', 'https://dood.ws/e/mbolc8m7tekk']"
25,1001 Nights (Dub),"Presented in the form of a feverish love dream, 1001 Nights (based on Amano`s book of artwork) is the first performance of the groundbreaking ""Filmharmonic"" series, which presents new orchestral works by film composers in tandem with short films made by A-list directors. Nights is the series's only animated work, and plans originally called for the film to be completely computer animated.",Completed Anime,Anime in 1999,Genre: Demons Fantasy Romance Seinen,1001-nights-dub,https://gogocdn.net/cover/1001-nights-dub.png,1001 Nights (Dub) Episode 1,https://animeseries.so/watch/1001-nights-dub-episode-1.html,"['//gogoplay.io/streaming.php?id=MTE3MjQ0&title=1001+Nights+%28Dub%29+episode+1&typesub=DUB', '//gogoplay.io/embedplus?id=MTE3MjQ0&token=MMdCG5qthEI5OazkGE7RAg&expires=1641617187', 'https://sbplay2.com/e/q63xj0l1rfgr', 'https://hydrax.net/watch?v=GtA-bWxQx', 'https://fembed-hd.com/v/y2zjdhe170gdw-2', 'https://www.mp4upload.com/embed-cp5dwuvc2j4h.html', 'https://dood.ws/e/n4i4svvpumm5']"
26,11eyes,"Satsuki Kakeru lost his sister by suicide and has been living a dull life ever since then. One day, he is transported into a bizarre world “Red Night” along with his friend Minase Yuka. In order to survive and escape from Red Night, he fights against Dark Spirits (Ralva) and Black Nights Genres: action, fantasy, romance Themes: Harem",Completed Anime,Anime in 2009,Genre: Action Ecchi Super Power Supernatural,11eyes-,https://gogocdn.net/images/anime/A/11eyes.jpg,11eyes Episode 13,https://animeseries.so/watch/11eyes--episode-13.html,"['//gogoplay.io/streaming.php?id=NjE4NQ==&title=11eyes++episode+13&typesub=SUB', '//gogoplay.io/embedplus?id=NjE4NQ==&token=Xb-zcZlExzO1rLTHf1on8Q&expires=1641617189', 'https://sbplay2.com/e/sse42jswfzx7', 'https://fembed-hd.com/v/3r1qjumqedgr7gr', 'https://dood.ws/e/bvwdfswlcx7l']"
27,12-sai.: Chicchana Mune no Tokimeki,"The story begins with Hanabi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. The series depicts a 12-year-old girl's innocent worries and first love.",Completed Anime,Anime in 2016,Genre: Romance School Shoujo,12-sai-chicchana-mune-no-tokimeki,https://gogocdn.net/cover/12-sai-chicchana-mune-no-tokimeki.jpg,12-sai.: Chicchana Mune no Tokimeki Episode 12,https://animeseries.so/watch/12-sai-chicchana-mune-no-tokimeki-episode-12.html,"['//gogoplay.io/streaming.php?id=NzIyNzM=&title=12-sai.%3A+Chicchana+Mune+no+Tokimeki+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=NzIyNzM=&token=MSCSSGnvVtCL72LTZX3iQg&expires=1641617191', 'https://sbplay2.com/e/g38rsw6cp80v', 'https://hydrax.net/watch?v=UOxJ3vz6t', 'https://fembed-hd.com/v/ez40ni-ljnpm5pp', 'https://dood.ws/e/dsl9ugo01bun']"
28,12-sai.: Chicchana Mune no Tokimeki 2nd Season,"The story begins with Hanabi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. The series depicts a 12-year-old girl's innocent worries and first love.",Completed Anime,Anime in 2016,Genre: Romance School Shoujo,12-sai-chicchana-mune-no-tokimeki-2nd-season,https://gogocdn.net/cover/12-sai-chicchana-mune-no-tokimeki-2nd-season.png,12-sai.: Chicchana Mune no Tokimeki 2nd Season Episode 12,https://animeseries.so/watch/12-sai-chicchana-mune-no-tokimeki-2nd-season-episode-12.html,"['//gogoplay.io/streaming.php?id=OTQzMTQ=&title=12-sai.%3A+Chicchana+Mune+no+Tokimeki+2nd+Season+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=OTQzMTQ=&token=ptT08uUD21Fqzq31bJ87Ng&expires=1641617193', 'https://sbplay2.com/e/6n1uhq0gy8ch', 'https://hydrax.net/watch?v=0RtbmWWf2', 'https://fembed-hd.com/v/ez40ni-lndwm843', 'https://dood.ws/e/prrgtigbn76l']"
29,"12-sai.: Kiss, Kirai, Suki","The story begins with Hanahi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. The manga depicts a 12-year-old girl's innocent worries and first love.",Completed Anime,Anime in 2014,Genre: Romance School Shoujo,12-sai-kiss-kirai-suki,https://gogocdn.net/images/12-sai-Kiss-Kirai-Suki.jpg,"12-sai.: Kiss, Kirai, Suki Episode 12",https://animeseries.so/watch/12-sai-kiss-kirai-suki-episode-12.html,"['//gogoplay.io/streaming.php?id=MTQ2ODg5&title=12-sai.%3A+Kiss%2C+Kirai%2C+Suki+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=MTQ2ODg5&token=jIS_CQZSC2_nEuoijk16yw&expires=1641617195', 'https://sbplay2.com/e/6ihys9ep2tgb', 'https://fembed-hd.com/v/gqj0db-lm0xwrm3', 'https://dood.ws/e/ut0r3nte4neu']"
30,180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,"ASMR or Autonomous Sensory Meridian Response is the nerve-tingling or relaxing response and sensation one gets to stimuli such as certain sounds or sights. As the title indicates, the anime will let viewers experience ASMR in 180 seconds. In the story, the heroine challenges her classmates to share in her hobby of recording ASMR works.",Completed Anime,Anime in 2021,Genre: Slice of Life,180-byou-de-kimi-no-mimi-wo-shiawase-ni-dekiru-ka,https://gogocdn.net/cover/180-byou-de-kimi-no-mimi-wo-shiawase-ni-dekiru-ka.png,180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka? Episode 12,https://animeseries.so/watch/180-byou-de-kimi-no-mimi-wo-shiawase-ni-dekiru-ka-episode-12.html,"['//gogoplay.io/streaming.php?id=MTc3MzIw&title=180+Byou+de+Kimi+no+Mimi+wo+Shiawase+ni+Dekiru+ka%3F+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=MTc3MzIw&token=-GLN-slIhfnGS3w8ETvYJg&expires=1641617198', 'https://sbplay2.com/e/d9nenklql2w2', 'https://fembed-hd.com/v/d13qwtx-zyyjw82', 'https://www.mp4upload.com/embed-7amst2stlbxq.html', 'https://dood.ws/e/xhgmawuokuqe']"
31,18if,Part of a multi-media project that also includes a mobile game and a virtual reality game.,Completed Anime,Anime in 2017,Genre: Game,18if,https://gogocdn.net/cover/18if.png,18if Episode 13,https://animeseries.so/watch/18if-episode-13.html,"['//gogoplay.io/streaming.php?id=MTAxMTc1&title=18if+episode+13&typesub=SUB', '//gogoplay.io/embedplus?id=MTAxMTc1&token=rsqEa7GEaToBwYraDIbUuw&expires=1641617200', 'https://sbplay2.com/e/8zv7k4kp8ge0', 'https://hydrax.net/watch?v=hgtTSwbMI', 'https://fembed-hd.com/v/p1nrxtm1y0nkw5e', 'https://www.mp4upload.com/embed-1p5z2zoc12c9.html', 'https://dood.ws/e/iuwl14kj3or1']"
32,18if (Dub),Part of a multi-media project that also includes a mobile game and a virtual reality game.,Completed Anime,Anime in 2017,Genre: Game,18if-dub,https://gogocdn.net/cover/18if-dub.png,18if (Dub) Episode 13,https://animeseries.so/watch/18if-dub-episode-13.html,"['//gogoplay.io/streaming.php?id=MTAxNDMy&title=18if+%28Dub%29+episode+13&typesub=DUB', '//gogoplay.io/embedplus?id=MTAxNDMy&token=yPRFxz91OMJNF_W-d6t5VQ&expires=1641617202', 'https://sbplay2.com/e/6fzavs7vg50c', 'https://hydrax.net/watch?v=riJ2_jLuD', 'https://fembed-hd.com/v/rqndxce-4p52lzl', 'https://www.mp4upload.com/embed-7a829y4x2o6h.html', 'https://dood.ws/e/65vfex9usq5o']"
33,2 x 2 Shinobuden,"Shinobu is a naive ninja-in-training. In order to test her ninja abilites, she must steal the panties of all the high school girls. The first house she stops at is the abode of one Kaede Shiranui, who happens to catch Shinobu in the act. Kaeda is the voice of reason and the two girls become quick friends, despite a round yellow ball-thing who claims to be a ninja master and tries to get in the way of their friendship. Genre: Comedy",Completed Anime,Anime in 2004,Genre: Comedy Martial Arts Parody,-2-x-2-shinobuden,https://gogocdn.net/images/anime/A/2x2-shinobuden.jpg,2 x 2 Shinobuden Episode 12,https://animeseries.so/watch/-2-x-2-shinobuden-episode-12.html,"['//gogoplay.io/streaming.php?id=NjIxOA==&title=2+x+2+Shinobuden+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=NjIxOA==&token=6Gk1fsCEIDVmzqC9FYR8eA&expires=1641617205', 'https://sbplay2.com/e/4peek2q60hw3', 'https://fembed-hd.com/v/5znyjidmyyrqq62', 'https://dood.ws/e/df1qxduaxqkj']"
34,2.43: Seiin Koukou Danshi Volley-bu,"High school student Kimichika Haijima moves back to his hometown, Fukui, after causing trouble in the Tokyo Junior High School volleyball club. There, he is reunited with his childhood friend, Yunii Kuroba, who possesses outstanding physical abilities, but is vulnerable under pressure. Haijima, with his overwhelming passion and talent for volleyball, forms an ace combination with Kuroba. The two enroll at Seiin High School, where they join the volleyball club. Awaiting them are the 163 cm hot-blooded captain Shinichirou Oda, the talented and sharp-tongued vice-captain Misao Aoki and his third-year pair, and second-year students, including Akito Kanno, who is always wearing long sleeves due to his allergy to sunlight. The newborn team breaks its former shell of weakness and becomes Fukui's rising star. This is a certain team's journey to victory, with a series of fascinating rivals standing in their way.",Completed Anime,Anime in 2021,Genre: School Sports,2-43-seiin-koukou-danshi-volley-bu,https://gogocdn.net/cover/2-43-seiin-koukou-danshi-volley-bu.png,2.43: Seiin Koukou Danshi Volley-bu Episode 12,https://animeseries.so/watch/2-43-seiin-koukou-danshi-volley-bu-episode-12.html,"['//gogoplay.io/streaming.php?id=MTU1Nzk5&title=2.43%3A+Seiin+Koukou+Danshi+Volley-bu+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=MTU1Nzk5&token=v_k9bVXicyLeHFhxKcMJig&expires=1641617207', 'https://sbplay2.com/e/z9lvl757sz9g', 'https://fembed-hd.com/v/8p1x6i8ydgq-2le', 'https://mixdrop.co/e/j9mqnz6gf78de6j', 'https://www.mp4upload.com/embed-fa8n1aa7390d.html', 'https://dood.ws/e/0kqu5u9a6hnj']"
35,2.43: Seiin Koukou Danshi Volley-bu (Dub),"Genius setter Kimichika Haijima moves back to Fukui from Tokyo after an incident within his school's volleyball team forces him out. There, he is reunited with his childhood friend, Yuni Kuroba, a member of the Monshiro Middle School Boys' Volleyball Team, who is unaware of his own talents. Haijima notices Kuroba's abilities and is determined to form a new volleyball team with Kuroba as the team's ace. At the prefectural tournament, Kuroba crumbles under the pressure, which causes the Monshiro team to fall apart after losing. The loss also creates a rift between Haijima and Kuroba, leading the former to quit the team. Now, as students at Seiin High School, Haijima and Kuroba find themselves on the same volleyball team once again. Having learned from his past mistakes, Haijima helps Kuroba overcome his performance anxiety to become the ace and carry the team to the prefectural championship. With support from team captain Shinichirou Oda and vice captain Misao Aoki, Seiin aim to win the prefecturals and become Fukui's representatives at the Spring Tournament. To do this, they will need to beat Fukuho Technical High School, the reigning champions of Fukui. Will Haijima's team defeat the odds, or are they doomed to repeat his history of losing?",Completed Anime,Anime in 2021,Genre: Drama School Sci-Fi Sports,2-43-seiin-koukou-danshi-volley-bu-dub,https://gogocdn.net/cover/2-43-seiin-koukou-danshi-volley-bu-dub.png,2.43: Seiin Koukou Danshi Volley-bu (Dub) Episode 12,https://animeseries.so/watch/2-43-seiin-koukou-danshi-volley-bu-dub-episode-12.html,"['//gogoplay.io/streaming.php?id=MTc0MDgy&title=2.43%3A+Seiin+Koukou+Danshi+Volley-bu+%28Dub%29+episode+12&typesub=DUB', '//gogoplay.io/embedplus?id=MTc0MDgy&token=2GoK6KkH2EvuiXX_Bpijvw&expires=1641617209', 'https://sbplay2.com/e/srqnw9360abk', 'https://fembed-hd.com/v/jn3wxhd4nk5nqdr', 'https://www.mp4upload.com/embed-1s18clgaq9mv.html', 'https://dood.ws/e/kmhdmlcxqcd8']"
36,22/7,"TV Anime Series for Idol Group 22/7, Slated for January 2020.",Completed Anime,Anime in 2020,Genre: Music,227,https://gogocdn.net/cover/227.png,22/7 Episode 12,https://animeseries.so/watch/227-episode-12.html,"['//gogoplay.io/streaming.php?id=MTM4MDQ0&title=22%2F7+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=MTM4MDQ0&token=kp70nCKqMY0RCtOYd5CP3A&expires=1641617211', 'https://sbplay2.com/e/qubbjkt31scj', 'https://hydrax.net/watch?v=8hpUoTnTcH', 'https://fembed-hd.com/v/kyjk1s31dlyxrze', 'https://dood.ws/e/87ee5miplpwn']"
37,22/7: 8＋3=?,"Thirteenth episode included in sixth Blu-ray volume. This episode centers on the story of Mikami Kamiki, Yuuki Toujou, and Tsubomi Hiiragi.",Completed Anime,Anime in 2020,Genre: Music,227-83,https://gogocdn.net/cover/227-83.png,22/7: 8＋3=? Episode 1,https://animeseries.so/watch/227-83-episode-1.html,"['//gogoplay.io/streaming.php?id=MTQ1NDE5&title=22%2F7%3A+8%EF%BC%8B3%3D%3F+episode+1&typesub=SUB', '//gogoplay.io/embedplus?id=MTQ1NDE5&token=YYK9Q_HXlZpS-RI_6hgk2Q&expires=1641617214', 'https://sbplay2.com/e/4813d5kezsjl', 'https://fembed-hd.com/v/gqj0db-eqwx67kz', 'https://www.mp4upload.com/embed-p3ndk3b7ksx6.html', 'https://dood.ws/e/k29v3w97nzvs']"
38,3 Choume no Tama: Uchi no Tama Shirimasen ka?,"The characters are Tama, Momo, Wocket, Tiggle, Rockney, Pimmy, Bupkus, Bengpu, and Chopin. There is no consistent plot. Tama and his friends just have little, family friendly, adventures every episode. The only consistency is when a new friend is made one episode and flash backs.",Completed Anime,Anime in 1988,Genre: Adventure,3-choume-no-tama-uchi-no-tama-shirimasen-ka,https://gogocdn.net/cover/3-choume-no-tama-uchi-no-tama-shirimasen-ka.png,3 Choume no Tama: Uchi no Tama Shirimasen ka? Episode 10,https://animeseries.so/watch/3-choume-no-tama-uchi-no-tama-shirimasen-ka-episode-10.html,"['//gogoplay.io/streaming.php?id=MTQ5NjYz&title=3+Choume+no+Tama%3A+Uchi+no+Tama+Shirimasen+ka%3F+episode+10&typesub=SUB', '//gogoplay.io/embedplus?id=MTQ5NjYz&token=t7vCRXfOCbyHYWsQkE0q_g&expires=1641617216', 'https://sbplay2.com/e/i44rbw43zde9', 'https://fembed-hd.com/v/lnjz2fn3pqkzqk-', 'https://www.mp4upload.com/embed-j5idgd4pdoni.html', 'https://dood.ws/e/e01n7owfr8ry']"
39,3 Choume no Tama: Uchi no Tama Shirimasen ka? (Dub),"The characters are Tama, Momo, Wocket, Tiggle, Rockney, Pimmy, Bupkus, Bengpu, and Chopin. There is no consistent plot. Tama and his friends just have little, family friendly, adventures every episode. The only consistency is when a new friend is made one episode and flash backs.",Completed Anime,Anime in 1988,Genre: Adventure,3-choume-no-tama-uchi-no-tama-shirimasen-ka-dub,https://gogocdn.net/cover/3-choume-no-tama-uchi-no-tama-shirimasen-ka-dub.png,3 Choume no Tama: Uchi no Tama Shirimasen ka? (Dub) Episode 13.1,https://animeseries.so/watch/3-choume-no-tama-uchi-no-tama-shirimasen-ka-dub-episode-13-1.html,"['//gogoplay.io/streaming.php?id=MTc3MjY2&title=3+Choume+no+Tama%3A+Uchi+no+Tama+Shirimasen+ka%3F+%28Dub%29+episode+13.1&typesub=DUB', '//gogoplay.io/embedplus?id=MTc3MjY2&token=u8ff8JcDAJenpTcvDqm8xw&expires=1641617220', 'https://sbplay2.com/e/2hla6ovxqpmv', 'https://fembed-hd.com/v/wwnd5cnl4r02868', 'https://dood.ws/e/b0zr8awuednv']"
40,3 x 3 Eyes,"3X3 Eyes is the story of a young man named Yakumo Fuuji, who through a strange series of events becomes the immortal slave of the last of a race of 3 Eyed immortals. The immortal absorbs his soul to save his life, making him immortal in the process. Now, he begins a journey with the female immortal in an attempt to find a way of becoming human. Of… more 3X3 Eyes is the story of a young man named Yakumo Fuuji, who through a strange series of events becomes the immortal slave of the last of a race of 3 Eyed immortals. The immortal absorbs his soul to save his life, making him immortal in the process. Now, he begins a journey with the female immortal in an attempt to find a way of becoming human. Of course, there are many complications along the way, not the least of which being that the immortal is a female with a split personality, one achingly cute and the other being no-nonsense destructive power, and the romances that develop between. less",Completed Anime,Anime in 1991,Genre: Action Demons Fantasy Horror Romance,3-x-3-eyes,https://gogocdn.net/images/anime/A/3x3-eyes.jpg,3 x 3 Eyes Episode 4,https://animeseries.so/watch/3-x-3-eyes-episode-4.html,"['//gogoplay.io/streaming.php?id=NjI4OQ==&title=3+x+3+Eyes+episode+4&typesub=SUB', '//gogoplay.io/embedplus?id=NjI4OQ==&token=3PNGL_TtepkwDrEhqIX8KA&expires=1641617222', 'https://sbplay2.com/e/2bsb3l0a3cal', 'https://fembed-hd.com/v/zdp-5sjx4d543w3', 'https://dood.ws/e/lp7xjpoymgb5']"
41,3-gatsu no Lion,"Rei Kiriyama is a 17-year-old boy who recently started living alone, financed by his salary as a professional Shogi player. Despite his independence, however, he's yet to mature emotionally, and his problems continue to haunt him in his daily life. His relationship with his adoptive family is strained, and he has difficulties interacting with his fellow high school students. Meanwhile, his professional career has entered a slump. Burdened with the heavy expectations placed on him as the fifth to become pro in middle school, his wins and losses are fluctuating as his record and progression into the ranks begin to stagnate. Acquainted with Rei are the three Kawamoto sisters: Akari, Hinata, and Momo. Unlike Rei, they live happily in their modest home, which they warmly welcome Rei into as if he were one of their own. Despite his reservations about becoming too close to the family, he frequently visits, interacting with them and receiving the kind of care and affection he never quite had while under his foster home. This is the story of Rei's triumphs and failures, relationships new and old, and his growth as a person.",Completed Anime,Anime in 2016,Genre: Drama Game Seinen Slice of Life,3-gatsu-no-lion,https://gogocdn.net/cover/3-gatsu-no-lion.png,3-gatsu no Lion Episode 22,https://animeseries.so/watch/3-gatsu-no-lion-episode-22.html,"['//gogoplay.io/streaming.php?id=OTcyOTU=&title=3-gatsu+no+Lion+episode+22&typesub=SUB', '//gogoplay.io/embedplus?id=OTcyOTU=&token=ZLwhDarfJhBgWWvuj7NChw&expires=1641617224', 'https://sbplay2.com/e/9ugxhu8kp6v9', 'https://fembed-hd.com/v/052z7flgl5d5g4d', 'https://www.mp4upload.com/embed-479ymtdmtuit.html', 'https://dood.ws/e/37cklg27nyyl']"
42,3-gatsu no Lion (Dub),"Having reached professional status in middle school, Rei Kiriyama is one of the few elite in the world of shogi. Due to this, he faces an enormous amount of pressure, both from the shogi community and his adoptive family. Seeking independence from his tense home life, he moves into an apartment in Tokyo. As a 17-year-old living on his own, Rei tends to take poor care of himself, and his reclusive personality ostracizes him from his peers in school and at the shogi hall. However, not long after his arrival in Tokyo, Rei meets Akari, Hinata, and Momo Kawamoto, a trio of sisters living with their grandfather who owns a traditional wagashi shop. Akari, the oldest of the three girls, is determined to combat Rei's loneliness and poorly sustained lifestyle with motherly hospitality. The Kawamoto sisters, coping with past tragedies, also share with Rei a unique familial bond that he has lacked for most of his life. As he struggles to maintain himself physically and mentally through his shogi career, Rei must learn how to interact with others and understand his own complex emotions.",Completed Anime,Anime in 2016,Genre: Drama Game Seinen Slice of Life,3-gatsu-no-lion-dub,https://gogocdn.net/cover/3-gatsu-no-lion-dub.png,3-gatsu no Lion (Dub) Episode 22,https://animeseries.so/watch/3-gatsu-no-lion-dub-episode-22.html,"['//gogoplay.io/streaming.php?id=MTE3MjY2&title=3-gatsu+no+Lion+%28Dub%29+episode+22&typesub=DUB', '//gogoplay.io/embedplus?id=MTE3MjY2&token=KzyfrqYKnZSNLsqH0n1bHQ&expires=1641617226', 'https://sbplay2.com/e/awl36l0b8kzb', 'https://fembed-hd.com/v/47dlpfz7w3nydxn', 'https://www.mp4upload.com/embed-tfpksot4l15v.html', 'https://dood.ws/e/2jekrnyeot5q']"
43,3-gatsu no Lion 2nd Season,The second season of 3-gatsu no Lion.,Completed Anime,Anime in 2017,Genre: Drama Game Shounen Slice of Life,3-gatsu-no-lion-2nd-season,https://gogocdn.net/cover/3-gatsu-no-lion-2nd-season.png,3-gatsu no Lion 2nd Season Episode 22,https://animeseries.so/watch/3-gatsu-no-lion-2nd-season-episode-22.html,"['//gogoplay.io/streaming.php?id=MTA0NzEw&title=3-gatsu+no+Lion+2nd+Season+episode+22&typesub=SUB', '//gogoplay.io/embedplus?id=MTA0NzEw&token=_7aVr7V-uBh21VRImkFCmw&expires=1641617228', 'https://sbplay2.com/e/ybq3o6bqmmg6', 'https://hydrax.net/watch?v=PKmyuXnH2L', 'https://fembed-hd.com/v/gl1enu-ypx64gd4', 'https://www.mp4upload.com/embed-4r3og9hq1nwt.html', 'https://dood.ws/e/jetv057sgpkj']"
44,3-gatsu no Lion 2nd Season (Dub),"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the shogi hall, the school club, and in the local community, his solitary shell slowly begins to crack. Among them are the three Kawamoto sisters—Akari, Hinata, and Momo—who forge an affectionate and familial bond with Rei. Through these ties, he realizes that everyone is burdened by their own emotional hardships and begins learning how to rely on others while supporting them in return. Nonetheless, the life of a professional is not easy. Between tournaments, championships, and title matches, the pressure mounts as Rei advances through the ranks and encounters incredibly skilled opponents. As he manages his relationships with those who have grown close to him, the shogi player continues to search for the reason he plays the game that defines his career.",Completed Anime,Anime in 2017,Genre: Drama Game Seinen Slice of Life,3-gatsu-no-lion-2nd-season-dub,https://gogocdn.net/cover/3-gatsu-no-lion-2nd-season-dub.png,3-gatsu no Lion 2nd Season (Dub) Episode 22,https://animeseries.so/watch/3-gatsu-no-lion-2nd-season-dub-episode-22.html,"['//gogoplay.io/streaming.php?id=MTIyMTc2&title=3-gatsu+no+Lion+2nd+Season+%28Dub%29+episode+22&typesub=DUB', '//gogoplay.io/embedplus?id=MTIyMTc2&token=F4Y57Y2cCsaiLhaXkq_IhQ&expires=1641617237', 'https://sbplay2.com/e/p3zpre12pf5w', 'https://fembed-hd.com/v/kyjk1s31z4ml6ee', 'https://www.mp4upload.com/embed-wt8nb648o24h.html', 'https://dood.ws/e/ny04k4ki1mij']"
45,3-Nen D-Gumi Glass no Kamen,The series re-imagines the Glass Mask manga and its characters in a school gag comedy focused on satirizing modern society.,Completed Anime,Anime in 2016,Genre: Comedy Parody School,3-nen-d-gumi-glass-no-kamen,https://gogocdn.net/cover/3-nen-d-gumi-glass-no-kamen.png,3-Nen D-Gumi Glass no Kamen Episode 13,https://animeseries.so/watch/3-nen-d-gumi-glass-no-kamen-episode-13.html,"['//gogoplay.io/streaming.php?id=OTE0NDg=&title=3-Nen+D-Gumi+Glass+no+Kamen+episode+13&typesub=SUB', '//gogoplay.io/embedplus?id=OTE0NDg=&token=nXllgTlKq3RTQ-oCVJAXXQ&expires=1641617239', 'https://sbplay2.com/e/wo264ajhngzg', 'https://hydrax.net/watch?v=BzXHZiSlj', 'https://fembed-hd.com/v/7lwyjugq666dkkp', 'https://www.mp4upload.com/embed-tqbj0h2vxsep.html', 'https://www.yourupload.com/embed/LOsdpJSTu6ck', 'https://dood.ws/e/dg5ufeephi3a']"
46,30-sai no Hoken Taiiku,Plot Summary: A guide book teaching shy men around 30 how to date and have sex with wome,Completed Anime,Anime in 2011,Genre: Ecchi Parody Romance Seinen,30-sai-no-hoken-taiiku,https://gogocdn.net/images/anime/A/30-sai-no-Hoken-Taiiku.jpg,30-sai no Hoken Taiiku Episode 12,https://animeseries.so/watch/30-sai-no-hoken-taiiku-episode-12.html,"['//gogoplay.io/streaming.php?id=NjI0OA==&title=30-sai+no+Hoken+Taiiku+episode+12&typesub=SUB', '//gogoplay.io/embedplus?id=NjI0OA==&token=60OpbejKyDwCO32qnb4q7w&expires=1641617241', 'https://sbplay2.com/e/yzzr3ulifap4', 'https://fembed-hd.com/v/0361julzqqk33r8', 'https://dood.ws/e/1djy26fa5ak9']"
47,3000 Leagues in Search of Mother,"Haha wo Tazunete Sanzenri is about an Italian boy, Marco, and his journey in search of his mother. Italy was in a deep depression, so to support her family, Marco`s mother went to Argentina to work as a domestic (like Piccolo`s sons went to America to work in Porco Rosso). But after she wrote to her family that she was sick, her letters stopped coming. So Marco decides to go to Argentina to look for her. Marco has to travel across Argentina to find her, meeting many wonderful people, and encountering many adventures during his journey. Genre: Adventure, Drama, Slice of Life",Completed Anime,Anime in 1976,Genre: Adventure Drama Slice of Life,3000-leagues-in-search-of-mother,https://gogocdn.net/images/anime/A/3000-leagues-in-search-of-mother.jpg,3000 Leagues in Search of Mother Episode 52,https://animeseries.so/watch/3000-leagues-in-search-of-mother-episode-52.html,"['//gogoplay.io/streaming.php?id=NDIzODg=&title=3000+Leagues+in+Search+of+Mother+episode+52&typesub=SUB', '//gogoplay.io/embedplus?id=NDIzODg=&token=Wrd2Bpg-MgN5lfYXN6zM-Q&expires=1641617243', 'https://sbplay2.com/e/la06hllliopc', 'https://hydrax.net/watch?v=8QyDST43W', 'https://fembed-hd.com/v/gl1enu-yp4yezd2', 'https://www.mp4upload.com/embed-a77ht21wa3dl.html', 'https://www.yourupload.com/embed/8w1h4n7ofGOm', 'https://dood.ws/e/bs44k6pk9r8v']"
